cod_ibge,nome_mun,sigla_uf,area_urb_densa_km2,area_urb_pouco_densa_km2_2019,total_area_urb_km2_2019,lot_vazio_km2_2019,area_total_map_km2_2019,outros_km2_2019,vazios_intraurb_km2_2019,vazios_km2_2019
1100015,Alta Floresta D'Oeste,RO,5.12,1.33,6.46,0.13,6.58,0.11,0.0,0.0
1100023,Ariquemes,RO,30.28,2.98,33.26,0.91,34.17,2.98,0.58,0.0
1100031,Cabixi,RO,1.36,0.88,2.24,0.0,2.24,0.06,0.0,0.0
1100049,Cacoal,RO,24.6,3.45,28.04,0.97,29.01,3.17,0.0,0.0
1100056,Cerejeiras,RO,5.43,0.88,6.31,0.38,6.7,0.22,0.0,0.0
1100064,Colorado do Oeste,RO,5.91,3.28,9.18,0.0,9.18,1.24,0.0,0.0
1100072,Corumbiara,RO,1.34,1.37,2.72,0.0,2.72,0.01,0.0,0.0
1100080,Costa Marques,RO,6.06,0.24,6.3,0.0,6.3,0.22,0.0,0.0
1100098,Espigão D'Oeste,RO,8.65,1.15,9.8,0.37,10.17,1.03,0.0,0.0
1100106,Guajará-Mirim,RO,14.21,2.08,16.28,1.24,17.53,0.62,0.0,0.0
1100114,Jaru,RO,15.13,0.71,15.84,0.33,16.17,0.81,0.17,0.0
1100122,Ji-Paraná,RO,41.73,1.64,43.37,1.78,45.16,2.58,0.0,0.0
1100130,Machadinho D'Oeste,RO,7.5,1.44,8.95,1.06,10.01,0.75,0.0,0.0
1100148,Nova Brasilândia D'Oeste,RO,4.77,0.08,4.85,0.0,4.85,0.04,0.0,0.0
1100155,Ouro Preto do Oeste,RO,9.47,0.36,9.83,0.22,10.05,0.71,0.0,0.0
1100189,Pimenta Bueno,RO,10.44,2.56,13.0,0.82,13.82,1.52,0.0,0.0
1100205,Porto Velho,RO,121.24,21.86,143.09,7.63,150.73,13.05,1.4,0.0
1100254,Presidente Médici,MA,1.24,0.23,1.47,0.0,1.47,0.0,0.0,0.0
1100262,Rio Crespo,RO,0.8,0.07,0.87,0.0,0.87,0.1,0.0,0.0
1100288,Rolim de Moura,RO,20.81,2.41,23.22,0.43,23.66,1.13,0.0,0.0
1100296,Santa Luzia D'Oeste,RO,2.19,0.08,2.27,0.08,2.34,0.05,0.0,0.0
1100304,Vilhena,RO,31.1,8.84,39.93,0.54,40.47,6.28,0.0,0.0
1100320,São Miguel do Guaporé,RO,5.77,0.63,6.4,0.24,6.64,0.0,0.0,0.0
1100338,Nova Mamoré,RO,7.99,3.52,11.51,0.15,11.66,0.52,0.0,0.0
1100346,Alvorada D'Oeste,RO,4.01,0.61,4.61,0.0,4.61,0.03,0.0,0.0
1100379,Alto Alegre dos Parecis,RO,2.46,0.31,2.77,0.0,2.77,0.03,0.0,0.0
1100403,Alto Paraíso,RO,3.17,1.43,4.6,0.0,4.6,0.21,0.0,0.0
1100452,Buritis,RO,7.87,0.0,7.87,0.04,7.91,0.37,0.0,0.0
1100502,Novo Horizonte do Oeste,RO,1.91,0.13,2.03,0.05,2.08,0.09,0.0,0.0
1100601,Cacaulândia,RO,1.0,0.25,1.25,0.0,1.25,0.02,0.0,0.0
1100700,Campo Novo de Rondônia,RO,1.45,0.79,2.24,0.0,2.24,0.0,0.0,0.0
1100809,Candeias do Jamari,RO,7.9,1.38,9.28,0.22,9.5,1.18,0.0,0.0
1100908,Castanheiras,RO,0.92,0.0,0.92,0.0,0.92,0.0,0.0,0.0
1100924,Chupinguaia,RO,2.09,2.41,4.5,0.28,4.78,0.28,0.0,0.0
1100940,Cujubim,RO,5.42,0.18,5.6,0.0,5.6,0.95,0.0,0.0
1101005,Governador Jorge Teixeira,RO,1.49,0.0,1.49,0.0,1.49,0.03,0.0,0.0
1101104,Itapuã do Oeste,RO,3.47,0.0,3.47,0.1,3.57,0.3,0.0,0.0
1101203,Ministro Andreazza,RO,1.33,0.13,1.46,0.0,1.46,0.07,0.0,0.0
1101302,Mirante da Serra,RO,2.86,0.0,2.86,0.0,2.86,0.09,0.0,0.0
1101401,Monte Negro,RO,2.65,0.06,2.71,0.35,3.05,0.12,0.0,0.0
1101435,Nova União,RO,0.61,0.19,0.81,0.0,0.81,0.0,0.0,0.0
1101450,Parecis,RO,0.82,0.06,0.88,0.0,0.88,0.04,0.0,0.0
1101468,Pimenteiras do Oeste,RO,1.04,0.23,1.27,0.06,1.32,0.22,0.0,0.0
1101476,Primavera de Rondônia,RO,1.07,0.17,1.24,0.0,1.24,0.0,0.0,0.0
1101484,São Felipe D'Oeste,RO,1.29,0.0,1.29,0.0,1.29,0.0,0.0,0.0
1101492,São Francisco do Guaporé,RO,5.86,0.28,6.14,0.1,6.24,0.09,0.0,0.0
1101500,Seringueiras,RO,2.88,0.26,3.14,0.21,3.35,0.12,0.0,0.0
1101559,Teixeirópolis,RO,0.9,0.0,0.9,0.0,0.9,0.05,0.0,0.0
1101609,Theobroma,RO,1.81,0.12,1.93,0.07,2.0,0.01,0.0,0.0
1101708,Urupá,RO,3.18,0.23,3.41,0.0,3.41,0.08,0.0,0.0
1101757,Vale do Anari,RO,2.54,0.29,2.82,0.09,2.91,0.12,0.0,0.0
1101807,Vale do Paraíso,RO,1.25,0.24,1.49,0.0,1.49,0.01,0.0,0.0
1200013,Acrelândia,AC,2.06,5.31,7.37,0.15,7.52,0.0,0.0,0.0
1200054,Assis Brasil,AC,0.99,1.05,2.04,0.15,2.19,0.14,0.0,0.0
1200104,Brasiléia,AC,3.52,3.11,6.63,0.0,6.63,0.02,0.0,0.0
1200138,Bujari,AC,0.91,5.46,6.37,0.0,6.37,0.0,0.0,0.0
1200179,Capixaba,AC,0.95,4.89,5.84,0.0,5.84,0.0,0.0,0.0
1200203,Cruzeiro do Sul,AC,15.13,11.78,26.91,0.71,27.62,0.97,0.0,0.0
1200252,Epitaciolândia,AC,2.93,2.0,4.93,0.28,5.21,0.0,0.0,0.0
1200302,Feijó,AC,4.07,2.53,6.6,0.09,6.69,0.22,0.0,0.0
1200328,Jordão,AC,1.11,0.92,2.02,0.0,2.02,0.1,0.0,0.0
1200336,Mâncio Lima,AC,1.9,5.53,7.43,0.29,7.71,0.0,0.0,0.0
1200344,Manoel Urbano,AC,1.82,0.58,2.4,0.0,2.4,0.43,0.0,0.0
1200351,Marechal Thaumaturgo,AC,1.26,3.12,4.38,0.0,4.38,0.22,0.0,0.0
1200385,Plácido de Castro,AC,2.07,2.97,5.04,0.11,5.16,0.0,0.0,0.0
1200393,Porto Walter,AC,1.15,1.5,2.65,0.0,2.65,0.09,0.0,0.0
1200401,Rio Branco,AC,63.59,23.83,87.42,2.83,90.25,0.15,0.0,0.0
1200427,Rodrigues Alves,AC,2.08,2.29,4.36,0.0,4.36,0.0,0.0,0.0
1200435,Santa Rosa do Purus,AC,0.72,1.59,2.31,0.0,2.31,0.13,0.0,0.0
1200450,Senador Guiomard,AC,3.12,3.39,6.51,0.75,7.27,0.06,0.0,0.0
1200500,Sena Madureira,AC,5.17,3.45,8.61,0.0,8.61,0.21,0.0,0.0
1200609,Tarauacá,AC,4.17,3.33,7.5,0.1,7.59,0.27,0.0,0.0
1200708,Xapuri,AC,2.36,0.88,3.23,0.1,3.33,0.14,0.0,0.0
1200807,Porto Acre,AC,1.92,3.64,5.56,0.0,5.56,0.0,0.0,0.0
1300029,Alvarães,AM,1.56,0.83,2.4,0.0,2.4,0.0,0.0,0.0
1300060,Amaturá,AM,1.4,1.3,2.7,0.0,2.7,0.0,0.0,0.0
1300086,Anamã,AM,0.89,1.6,2.49,0.0,2.49,0.0,0.0,0.0
1300102,Anori,AM,1.89,1.64,3.53,0.0,3.53,0.12,0.0,0.0
1300144,Apuí,AM,3.14,2.55,5.69,0.2,5.89,0.29,0.0,0.0
1300201,Atalaia do Norte,AM,1.72,1.53,3.25,0.0,3.25,0.21,0.0,0.0
1300300,Autazes,AM,4.35,3.58,7.93,0.26,8.19,0.1,0.0,0.0
1300409,Barcelos,AM,3.18,1.8,4.98,0.0,4.98,0.6,0.0,0.0
1300508,Barreirinha,AM,2.63,8.71,11.34,0.0,11.34,0.15,0.0,0.0
1300607,Benjamin Constant,AM,4.02,5.09,9.11,0.0,9.11,0.0,0.0,0.0
1300631,Beruri,AM,1.96,1.21,3.17,0.08,3.25,0.01,0.0,0.0
1300680,Boa Vista do Ramos,AM,1.64,2.14,3.78,0.04,3.82,0.0,0.0,0.0
1300706,Boca do Acre,AM,3.88,3.7,7.59,0.43,8.02,0.16,0.0,0.0
1300805,Borba,AM,3.42,3.16,6.58,0.27,6.86,0.2,0.0,0.0
1300839,Caapiranga,AM,1.52,0.82,2.34,0.05,2.39,0.0,0.0,0.0
1300904,Canutama,AM,1.81,0.87,2.67,0.0,2.67,0.1,0.0,0.0
1301001,Carauari,AM,4.43,0.94,5.37,0.04,5.41,0.17,0.0,0.0
1301100,Careiro,AM,3.15,1.57,4.72,0.12,4.83,0.0,0.0,0.0
1301159,Careiro da Várzea,AM,0.46,4.87,5.33,0.0,5.33,0.01,0.0,0.0
1301209,Coari,AM,5.87,3.02,8.89,0.3,9.19,0.62,0.0,0.0
1301308,Codajás,AM,1.7,1.12,2.82,0.0,2.82,0.0,0.0,0.0
1301407,Eirunepé,AM,4.78,0.92,5.7,0.0,5.7,0.79,0.0,0.0
1301506,Envira,AM,2.87,0.6,3.48,0.0,3.48,0.22,0.0,0.0
1301605,Fonte Boa,AM,3.28,1.22,4.5,0.0,4.5,0.26,0.0,0.0
1301654,Guajará,AM,1.9,0.48,2.38,0.04,2.42,0.0,0.0,0.0
1301704,Humaitá,AM,7.7,5.1,12.8,1.58,14.38,0.05,0.0,0.0
1301803,Ipixuna,AM,2.49,0.51,3.0,0.04,3.04,0.16,0.0,0.0
1301852,Iranduba,AM,5.38,24.87,30.25,14.18,44.43,0.09,0.0,0.0
1301902,Itacoatiara,AM,11.56,8.31,19.87,0.65,20.52,0.79,0.0,0.0
1301951,Itamarati,AM,1.23,0.29,1.53,0.04,1.57,0.12,0.0,0.0
1302009,Itapiranga,AM,1.24,1.5,2.74,0.19,2.93,0.0,0.0,0.0
1302108,Japurá,AM,0.83,1.8,2.64,0.0,2.64,0.54,0.0,0.0
1302207,Juruá,AM,1.26,0.78,2.03,0.0,2.03,0.16,0.0,0.0
1302306,Jutaí,AM,3.05,1.42,4.48,0.0,4.48,0.0,0.0,0.0
1302405,Lábrea,AM,4.25,1.5,5.74,0.91,6.65,0.31,0.0,0.0
1302504,Manacapuru,AM,8.33,7.17,15.5,0.75,16.26,0.19,0.0,0.0
1302553,Manaquiri,AM,0.89,1.4,2.28,0.0,2.28,0.0,0.0,0.0
1302603,Manaus,AM,245.69,31.39,277.09,3.77,280.86,14.07,9.55,0.25
1302702,Manicoré,AM,5.83,6.98,12.8,0.22,13.02,0.32,0.0,0.0
1302801,Maraã,AM,1.53,0.23,1.75,0.07,1.82,0.0,0.0,0.0
1302900,Maués,AM,4.54,5.54,10.08,0.26,10.34,0.17,0.0,0.0
1303007,Nhamundá,AM,1.06,2.8,3.86,0.0,3.86,0.35,0.0,0.0
1303106,Nova Olinda do Norte,AM,2.29,2.43,4.72,0.0,4.72,0.08,0.0,0.0
1303205,Novo Airão,AM,2.71,1.06,3.77,0.05,3.82,0.0,0.0,0.0
1303304,Novo Aripuanã,AM,3.46,1.58,5.04,0.0,5.04,0.24,0.0,0.0
1303403,Parintins,AM,11.31,6.48,17.79,0.75,18.53,0.86,0.0,0.0
1303502,Pauini,AM,1.78,1.75,3.53,0.0,3.53,0.0,0.0,0.0
1303536,Presidente Figueiredo,AM,6.05,4.92,10.98,0.66,11.63,1.08,0.0,0.0
1303569,Rio Preto da Eva,AM,2.17,5.21,7.39,0.12,7.5,0.0,0.0,0.0
1303601,Santa Isabel do Rio Negro,AM,2.41,1.26,3.67,0.06,3.73,0.51,0.0,0.0
1303700,Santo Antônio do Içá,AM,4.42,1.47,5.89,0.0,5.89,0.58,0.0,0.0
1303809,São Gabriel da Cachoeira,AM,5.75,11.36,17.11,0.0,17.11,1.55,0.0,0.0
1303908,São Paulo de Olivença,AM,3.73,5.51,9.24,0.1,9.33,0.21,0.0,0.0
1303957,São Sebastião do Uatumã,AM,2.14,0.51,2.65,0.34,3.0,0.0,0.0,0.0
1304005,Silves,AM,1.22,0.91,2.13,0.0,2.13,0.22,0.0,0.0
1304062,Tabatinga,AM,11.07,5.95,17.02,0.16,17.18,0.41,0.0,0.0
1304104,Tapauá,AM,2.85,0.53,3.38,0.0,3.38,0.15,0.0,0.0
1304203,Tefé,AM,6.04,4.24,10.29,0.11,10.4,0.76,0.0,0.0
1304237,Tonantins,AM,1.93,1.45,3.37,0.0,3.37,0.0,0.0,0.0
1304260,Uarini,AM,1.9,0.73,2.63,0.0,2.63,0.0,0.0,0.0
1304302,Urucará,AM,3.17,1.42,4.59,0.03,4.62,0.75,0.0,0.0
1304401,Urucurituba,AM,2.4,0.72,3.11,0.0,3.11,0.0,0.0,0.0
1400027,Amajari,RR,0.21,7.1,7.3,0.0,7.3,0.33,0.0,0.0
1400050,Alto Alegre,RR,1.3,6.96,8.26,0.0,8.26,0.16,0.0,0.0
1400100,Boa Vista,RR,88.13,28.64,116.77,4.07,120.84,0.16,0.0,0.0
1400159,Bonfim,RR,0.98,8.57,9.55,0.21,9.75,0.31,0.0,0.0
1400175,Cantá,RR,1.46,8.85,10.3,1.25,11.55,0.04,0.0,0.0
1400209,Caracaraí,RR,5.99,4.76,10.75,0.64,11.39,0.9,0.0,0.0
1400233,Caroebe,RR,0.88,2.49,3.37,0.0,3.37,0.0,0.0,0.0
1400282,Iracema,RR,1.95,0.71,2.66,0.23,2.89,0.01,0.0,0.0
1400308,Mucajaí,RR,3.34,2.66,6.0,0.86,6.87,0.04,0.0,0.0
1400407,Normandia,RR,0.14,13.97,14.11,0.0,14.11,0.09,0.0,0.0
1400456,Pacaraima,RR,1.73,9.05,10.78,0.0,10.78,0.39,0.0,0.0
1400472,Rorainópolis,RR,6.28,8.3,14.58,0.93,15.51,0.37,0.0,0.0
1400506,São João da Baliza,RR,1.33,1.88,3.21,0.0,3.21,0.0,0.0,0.0
1400605,São Luiz,RR,1.42,1.71,3.13,0.12,3.25,0.23,0.0,0.0
1400704,Uiramutã,RR,0.47,8.07,8.54,0.11,8.65,0.38,0.0,0.0
1500107,Abaetetuba,PA,9.38,16.78,26.17,0.22,26.39,0.08,0.0,0.0
1500131,Abel Figueiredo,PA,1.36,0.53,1.89,0.24,2.13,0.11,0.0,0.0
1500206,Acará,PA,3.08,1.47,4.55,0.0,4.55,0.0,0.0,0.0
1500305,Afuá,PA,1.44,0.25,1.69,0.0,1.69,0.11,0.0,0.0
1500347,Água Azul do Norte,PA,2.75,0.54,3.29,0.0,3.29,0.16,0.0,0.0
1500404,Alenquer,PA,6.64,6.97,13.61,0.49,14.1,0.0,0.0,0.0
1500503,Almeirim,PA,5.72,3.4,9.12,0.1,9.22,1.65,0.0,0.0
1500602,Altamira,PA,19.23,18.5,37.74,5.22,42.96,3.29,0.76,0.0
1500701,Anajás,PA,1.18,0.8,1.98,0.0,1.98,0.0,0.0,0.0
1500800,Ananindeua,PA,62.54,0.2,62.75,0.2,62.95,0.19,1.18,0.69
1500859,Anapu,PA,4.73,3.39,8.12,0.64,8.76,1.01,0.0,0.0
1500909,Augusto Corrêa,PA,5.41,5.41,10.82,0.18,11.01,0.0,0.0,0.0
1500958,Aurora do Pará,PA,2.73,2.65,5.39,0.34,5.72,0.02,0.0,0.0
1501006,Aveiro,PA,1.65,4.08,5.73,0.0,5.73,0.0,0.0,0.0
1501105,Bagre,PA,0.92,1.04,1.95,0.0,1.95,0.0,0.0,0.0
1501204,Baião,PA,4.66,3.62,8.27,0.0,8.27,0.14,0.0,0.0
1501253,Bannach,PA,0.42,0.41,0.83,0.0,0.83,0.0,0.0,0.0
1501303,Barcarena,PA,34.32,2.93,37.25,0.0,37.25,12.83,0.0,0.0
1501402,Belém,PA,143.51,3.85,147.35,1.42,148.77,0.07,0.0,0.0
1501451,Belterra,PA,2.18,15.34,17.53,0.29,17.81,0.0,0.0,0.0
1501501,Benevides,PA,15.71,5.42,21.13,0.0,21.13,1.56,0.0,0.0
1501576,Bom Jesus do Tocantins,PA,2.39,1.54,3.93,0.21,4.14,0.07,0.0,0.0
1501600,Bonito,PA,2.01,1.11,3.12,0.04,3.17,0.0,0.0,0.0
1501709,Bragança,PA,15.07,11.88,26.95,1.13,28.07,0.11,0.0,0.0
1501725,Brasil Novo,PA,3.82,1.94,5.76,0.16,5.92,0.11,0.0,0.0
1501758,Brejo Grande do Araguaia,PA,1.34,0.55,1.89,0.0,1.89,0.0,0.0,0.0
1501782,Breu Branco,PA,5.71,3.0,8.71,0.29,9.0,0.0,0.0,0.0
1501808,Breves,PA,7.05,2.27,9.32,0.0,9.32,0.49,0.0,0.0
1501907,Bujaru,PA,2.18,0.3,2.48,0.0,2.48,0.0,0.0,0.0
1501956,Cachoeira do Piriá,PA,2.18,5.09,7.27,0.11,7.38,0.0,0.0,0.0
1502004,Cachoeira do Arari,PA,1.13,2.74,3.87,0.0,3.87,0.07,0.0,0.0
1502103,Cametá,PA,9.24,5.94,15.18,0.43,15.61,0.03,0.0,0.0
1502152,Canaã dos Carajás,PA,12.56,10.57,23.13,7.17,30.3,0.82,0.0,0.0
1502202,Capanema,PA,12.92,4.23,17.14,1.46,18.6,0.31,0.0,0.0
1502301,Capitão Poço,PA,9.98,7.67,17.65,0.0,17.65,0.0,0.0,0.0
1502400,Castanhal,PA,32.28,12.0,44.28,1.98,46.26,0.99,0.34,0.0
1502509,Chaves,PA,0.22,1.07,1.28,0.0,1.28,0.0,0.0,0.0
1502608,Colares,PA,2.43,1.47,3.9,0.0,3.9,0.0,0.0,0.0
1502707,Conceição do Araguaia,PA,9.53,2.86,12.39,0.29,12.69,0.62,0.0,0.0
1502756,Concórdia do Pará,PA,3.8,1.14,4.95,0.0,4.95,0.09,0.0,0.0
1502764,Cumaru do Norte,PA,1.37,0.93,2.3,0.0,2.3,0.0,0.0,0.0
1502772,Curionópolis,PA,2.87,3.92,6.79,1.72,8.51,0.32,0.0,0.0
1502806,Curralinho,PA,1.58,0.94,2.51,0.0,2.51,0.0,0.0,0.0
1502855,Curuá,PA,2.7,2.03,4.73,0.13,4.86,0.0,0.0,0.0
1502905,Curuçá,PA,7.25,8.61,15.87,0.04,15.9,0.02,0.0,0.0
1502939,Dom Eliseu,PA,7.02,4.99,12.01,0.29,12.3,0.0,0.0,0.0
1502954,Eldorado do Carajás,PA,5.26,2.54,7.81,0.87,8.67,0.0,0.0,0.0
1503002,Faro,PA,1.77,0.41,2.18,0.0,2.18,0.0,0.0,0.0
1503044,Floresta do Araguaia,PA,4.91,2.34,7.25,0.42,7.67,0.0,0.0,0.0
1503077,Garrafão do Norte,PA,4.3,3.46,7.76,0.24,8.0,0.0,0.0,0.0
1503093,Goianésia do Pará,PA,3.99,3.43,7.42,0.95,8.37,0.01,0.0,0.0
1503101,Gurupá,PA,1.25,1.88,3.13,0.0,3.13,0.45,0.0,0.0
1503200,Igarapé-Açu,PA,7.3,2.04,9.34,0.42,9.76,0.0,0.0,0.0
1503309,Igarapé-Miri,PA,5.94,5.63,11.57,0.08,11.64,0.0,0.0,0.0
1503408,Inhangapi,PA,1.15,1.28,2.43,0.04,2.47,0.06,0.0,0.0
1503457,Ipixuna do Pará,PA,4.48,4.03,8.5,0.46,8.97,0.0,0.0,0.0
1503507,Irituia,PA,4.03,3.12,7.15,0.21,7.36,0.0,0.0,0.0
1503606,Itaituba,PA,24.64,8.79,33.42,2.63,36.05,2.55,0.0,0.0
1503705,Itupiranga,PA,6.34,2.64,8.97,2.02,10.99,0.11,0.0,0.0
1503754,Jacareacanga,PA,3.72,3.02,6.74,0.54,7.28,0.99,0.0,0.0
1503804,Jacundá,PA,7.76,5.12,12.88,0.36,13.23,0.26,0.28,0.0
1503903,Juruti,PA,6.36,3.76,10.13,0.14,10.26,0.94,0.0,0.0
1504000,Limoeiro do Ajuru,PA,0.55,1.33,1.88,0.0,1.88,0.0,0.0,0.0
1504059,Mãe do Rio,PA,7.23,0.4,7.63,1.1,8.73,0.0,0.0,0.0
1504109,Magalhães Barata,PA,2.71,1.03,3.74,0.0,3.74,0.0,0.0,0.0
1504208,Marabá,PA,42.11,20.38,62.49,6.11,68.6,4.58,0.0,0.0
1504307,Maracanã,PA,6.46,6.88,13.34,0.0,13.34,0.0,0.0,0.0
1504406,Marapanim,PA,7.15,6.51,13.66,1.52,15.17,0.0,0.0,0.0
1504422,Marituba,PA,19.62,2.31,21.94,0.0,21.94,0.29,0.0,0.0
1504455,Medicilândia,PA,4.08,1.31,5.39,0.86,6.25,0.0,0.0,0.0
1504505,Melgaço,PA,1.11,0.61,1.72,0.0,1.72,0.0,0.0,0.0
1504604,Mocajuba,PA,3.79,0.66,4.45,0.0,4.45,0.0,0.0,0.0
1504703,Moju,PA,10.62,9.88,20.5,0.24,20.75,0.08,0.0,0.0
1504752,Mojuí dos Campos,PA,2.86,3.22,6.07,0.97,7.04,0.06,0.0,0.0
1504802,Monte Alegre,PA,9.38,18.84,28.23,0.99,29.21,0.0,0.0,0.0
1504901,Muaná,PA,2.02,2.49,4.51,0.0,4.51,0.0,0.0,0.0
1504950,Nova Esperança do Piriá,PA,3.23,2.22,5.46,0.0,5.46,0.0,0.0,0.0
1504976,Nova Ipixuna,PA,2.52,0.14,2.66,0.04,2.7,0.24,0.0,0.0
1505007,Nova Timboteua,PA,3.02,1.12,4.13,0.38,4.51,0.0,0.0,0.0
1505031,Novo Progresso,PA,8.41,7.57,15.98,1.87,17.85,0.49,0.0,0.0
1505064,Novo Repartimento,PA,8.1,7.32,15.42,0.77,16.2,0.0,0.0,0.0
1505106,Óbidos,PA,7.13,5.3,12.42,1.06,13.48,0.72,0.0,0.0
1505205,Oeiras do Pará,PA,2.89,4.12,7.02,0.0,7.02,0.0,0.0,0.0
1505304,Oriximiná,PA,11.92,7.81,19.73,0.07,19.8,1.57,0.0,0.0
1505403,Ourém,PA,3.51,4.5,8.02,0.05,8.06,0.3,0.0,0.0
1505437,Ourilândia do Norte,PA,5.3,5.45,10.75,2.22,12.97,0.42,0.0,0.0
1505486,Pacajá,PA,4.4,2.34,6.75,0.47,7.21,0.0,0.0,0.0
1505494,Palestina do Pará,PA,1.68,0.49,2.17,0.0,2.17,0.0,0.0,0.0
1505502,Paragominas,PA,18.21,10.87,29.07,2.14,31.21,3.92,0.0,0.0
1505536,Parauapebas,PA,32.13,28.18,60.3,7.23,67.54,1.32,0.77,0.0
1505551,Pau D'Arco,PA,1.48,0.86,2.35,0.0,2.35,0.0,0.0,0.0
1505601,Peixe-Boi,PA,1.72,0.64,2.36,0.0,2.36,0.0,0.0,0.0
1505635,Piçarra,PA,1.4,1.92,3.32,0.45,3.77,0.0,0.0,0.0
1505650,Placas,PA,2.96,1.65,4.61,0.22,4.83,0.0,0.0,0.0
1505700,Ponta de Pedras,PA,2.47,2.49,4.96,0.0,4.96,0.0,0.0,0.0
1505809,Portel,PA,3.55,1.81,5.36,0.0,5.36,0.57,0.0,0.0
1505908,Porto de Moz,PA,2.96,1.1,4.06,0.38,4.43,0.19,0.0,0.0
1506005,Prainha,PA,4.12,5.59,9.71,0.25,9.96,0.32,0.0,0.0
1506104,Primavera,PA,1.5,1.82,3.32,0.09,3.41,0.32,0.0,0.0
1506112,Quatipuru,PA,1.74,0.71,2.45,0.0,2.45,0.0,0.0,0.0
1506138,Redenção,PA,21.64,7.43,29.07,1.24,30.32,0.86,0.3,0.0
1506161,Rio Maria,PA,4.18,1.09,5.26,0.0,5.26,0.2,0.0,0.0
1506187,Rondon do Pará,PA,6.41,3.43,9.84,0.83,10.68,0.31,0.0,0.0
1506195,Rurópolis,PA,4.67,3.04,7.71,0.74,8.46,0.05,0.0,0.0
1506203,Salinópolis,PA,11.92,7.35,19.27,3.37,22.64,0.29,0.0,0.0
1506302,Salvaterra,PA,3.79,11.07,14.85,0.0,14.85,0.0,0.0,0.0
1506351,Santa Bárbara do Pará,PA,5.69,1.6,7.29,0.0,7.29,0.06,0.0,0.0
1506401,Santa Cruz do Arari,PA,0.71,0.52,1.23,0.0,1.23,0.03,0.0,0.0
