cod_ibge,id_mun,ano,obitos
2107456,210745,2022,0
2107506,210750,2022,0
2107704,210770,2022,0
2108009,210800,2022,0
2109007,210900,2022,2
2109452,210945,2022,1
2110005,211000,2022,0
2110708,211070,2022,0
2111029,211102,2022,0
2111052,211105,2022,0
2111201,211120,2022,0
2111300,211130,2022,4
2111409,211140,2022,0
2112233,211223,2022,0
2112902,211290,2022,0
2113009,211300,2022,0
5100250,510025,2022,0
5100409,510040,2022,0
5100508,510050,2022,0
5101308,510130,2022,1
5101803,510180,2022,0
5101902,510190,2022,0
5102504,510250,2022,0
5102603,510260,2022,0
5102637,510263,2022,1
5102678,510267,2022,0
5102694,510269,2022,0
5102702,510270,2022,1
5103007,510300,2022,1
5103205,510320,2022,0
5103254,510325,2022,0
5103304,510330,2022,0
5103353,510335,2022,0
5103403,510340,2022,1
5103502,510350,2022,0
5103809,510380,2022,0
5103858,510385,2022,0
5104104,510410,2022,0
5104807,510480,2022,0
5105002,510500,2022,0
5105101,510510,2022,2
5105150,510515,2022,0
5105259,510525,2022,2
5105606,510560,2022,0
5106000,510600,2022,0
5106190,510619,2022,0
5106216,510621,2022,0
5106224,510622,2022,1
5106265,510626,2022,0
5106273,510627,2022,0
5106422,510642,2022,1
5106505,510650,2022,0
5106653,510665,2022,0
5106752,510675,2022,2
5106778,510677,2022,0
5107008,510700,2022,0
5107040,510704,2022,0
5107065,510706,2022,1
5107602,510760,2022,0
5107768,510776,2022,0
5107859,510785,2022,0
5107875,510787,2022,0
5107883,510788,2022,0
5107909,510790,2022,2
5107925,510792,2022,2
5107958,510795,2022,1
5108303,510830,2022,0
5108402,510840,2022,0
5108501,510850,2022,0
1100015,110001,2023,1
1100023,110002,2023,0
1100049,110004,2023,0
1100056,110005,2023,1
1100098,110009,2023,0
1100106,110010,2023,0
1100114,110011,2023,1
1100122,110012,2023,0
1100148,110014,2023,0
1100155,110015,2023,1
1100205,110020,2023,2
1100288,110028,2023,0
1100304,110030,2023,0
1100320,110032,2023,0
1100346,110034,2023,0
1100502,110050,2023,0
1100940,110094,2023,0
1101450,110145,2023,0
1101484,110148,2023,1
1101492,110149,2023,0
1200054,120005,2023,0
1200104,120010,2023,0
1200203,120020,2023,1
1200302,120030,2023,0
1200385,120038,2023,0
1200401,120040,2023,0
1300029,130002,2023,1
1300607,130060,2023,0
1301209,130120,2023,2
1301407,130140,2023,0
1301704,130170,2023,1
1301803,130180,2023,0
1301902,130190,2023,0
1302306,130230,2023,3
1302405,130240,2023,0
1302504,130250,2023,0
1302603,130260,2023,3
1302702,130270,2023,0
1303403,130340,2023,0
1303809,130380,2023,0
1303908,130390,2023,0
1304062,130406,2023,0
1304104,130410,2023,0
1304203,130420,2023,3
1400050,140005,2023,0
1400100,140010,2023,0
1500206,150020,2023,0
1500602,150060,2023,0
1500800,150080,2023,0
1501402,150140,2023,0
1501576,150157,2023,0
1502608,150260,2023,0
1503309,150330,2023,0
1503507,150350,2023,0
1503606,150360,2023,0
1504208,150420,2023,0
1504604,150460,2023,0
1504802,150480,2023,0
1505205,150520,2023,1
1505304,150530,2023,0
1506195,150619,2023,0
1507300,150730,2023,0
1507953,150795,2023,0
1508050,150805,2023,0
1508084,150808,2023,0
1508159,150815,2023,0
1508357,150835,2023,0
1600279,160027,2023,0
1600303,160030,2023,0
1600501,160050,2023,0
1600535,160053,2023,0
1600600,160060,2023,0
1700251,170025,2023,0
1702109,170210,2023,0
1702208,170220,2023,0
1703701,170370,2023,0
1703883,170388,2023,0
1705508,170550,2023,0
1707009,170700,2023,1
1707108,170710,2023,0
1707207,170720,2023,0
1707306,170730,2023,0
1709302,170930,2023,0
1709500,170950,2023,0
1710508,171050,2023,0
1713205,171320,2023,0
1716109,171610,2023,0
1716505,171650,2023,0
1716604,171660,2023,0
1717909,171790,2023,0
1718204,171820,2023,0
1718501,171850,2023,0
1718709,171870,2023,0
1720259,172025,2023,0
1720655,172065,2023,0
1721000,172100,2023,2
1721109,172110,2023,0
1721208,172120,2023,0
1722107,172210,2023,1
2100600,210060,2023,1
2101004,210100,2023,0
2101608,210160,2023,0
2102705,210270,2023,1
2103257,210325,2023,0
2103505,210350,2023,0
2103802,210380,2023,0
2104404,210440,2023,1
2105302,210530,2023,0
2105401,210540,2023,1
2105500,210550,2023,0
2105708,210570,2023,0
2105906,210590,2023,0
2105963,210596,2023,0
2106326,210632,2023,0
2106755,210675,2023,0
2107357,210735,2023,0
2107456,210745,2023,0
2107506,210750,2023,0
2107704,210770,2023,0
2108009,210800,2023,0
2109007,210900,2023,0
2109452,210945,2023,0
2110005,211000,2023,1
2110708,211070,2023,0
2111029,211102,2023,0
2111052,211105,2023,1
2111201,211120,2023,1
2111300,211130,2023,2
2111409,211140,2023,0
2112233,211223,2023,0
2112902,211290,2023,0
2113009,211300,2023,0
5100250,510025,2023,0
5100409,510040,2023,0
5100508,510050,2023,0
5101308,510130,2023,0
5101803,510180,2023,0
5101902,510190,2023,0
5102504,510250,2023,0
5102603,510260,2023,0
5102637,510263,2023,0
5102678,510267,2023,1
5102694,510269,2023,1
5102702,510270,2023,0
5103007,510300,2023,0
5103205,510320,2023,2
5103254,510325,2023,1
5103304,510330,2023,0
5103353,510335,2023,0
5103403,510340,2023,0
5103502,510350,2023,1
5103809,510380,2023,1
5103858,510385,2023,1
5104104,510410,2023,1
5104807,510480,2023,0
5105002,510500,2023,0
5105101,510510,2023,0
5105150,510515,2023,1
5105259,510525,2023,0
5105606,510560,2023,0
5106000,510600,2023,0
5106190,510619,2023,1
5106216,510621,2023,0
5106224,510622,2023,0
5106265,510626,2023,0
5106273,510627,2023,1
5106422,510642,2023,0
5106505,510650,2023,0
5106653,510665,2023,1
5106752,510675,2023,0
5106778,510677,2023,0
5107008,510700,2023,2
5107040,510704,2023,2
5107065,510706,2023,0
5107602,510760,2023,2
5107768,510776,2023,0
5107859,510785,2023,0
5107875,510787,2023,1
5107883,510788,2023,0
5107909,510790,2023,1
5107925,510792,2023,0
5107958,510795,2023,0
5108303,510830,2023,0
5108402,510840,2023,1
5108501,510850,2023,0
1100015,110001,2024,0
1100023,110002,2024,1
1100049,110004,2024,0
1100056,110005,2024,0
1100098,110009,2024,1
1100106,110010,2024,0
1100114,110011,2024,0
1100122,110012,2024,0
1100148,110014,2024,0
1100155,110015,2024,0
1100205,110020,2024,1
1100288,110028,2024,0
1100304,110030,2024,0
1100320,110032,2024,0
1100346,110034,2024,0
1100502,110050,2024,0
1100940,110094,2024,0
1101450,110145,2024,0
1101484,110148,2024,0
1101492,110149,2024,1
1200054,120005,2024,0
1200104,120010,2024,0
1200203,120020,2024,0
1200302,120030,2024,0
1200385,120038,2024,0
1200401,120040,2024,0
1300029,130002,2024,0
1300607,130060,2024,0
1301209,130120,2024,0
1301407,130140,2024,0
1301704,130170,2024,0
1301803,130180,2024,0
1301902,130190,2024,0
1302306,130230,2024,0
1302405,130240,2024,3
1302504,130250,2024,0
1302603,130260,2024,2
1302702,130270,2024,0
1303403,130340,2024,0
1303809,130380,2024,0
1303908,130390,2024,0
1304062,130406,2024,0
1304104,130410,2024,0
1304203,130420,2024,0
1400050,140005,2024,0
1400100,140010,2024,0
1500206,150020,2024,0
1500602,150060,2024,1
1500800,150080,2024,0
1501402,150140,2024,4
1501576,150157,2024,0
1502608,150260,2024,1
1503309,150330,2024,0
1503507,150350,2024,0
1503606,150360,2024,0
1504208,150420,2024,1
1504604,150460,2024,1
1504802,150480,2024,1
1505205,150520,2024,0
1505304,150530,2024,0
1506195,150619,2024,0
1507300,150730,2024,0
1507953,150795,2024,0
1508050,150805,2024,0
1508084,150808,2024,0
1508159,150815,2024,0
1508357,150835,2024,0
1600279,160027,2024,0
1600303,160030,2024,8
1600501,160050,2024,2
1600535,160053,2024,1
1600600,160060,2024,1
1700251,170025,2024,0
1702109,170210,2024,0
1702208,170220,2024,0
1703701,170370,2024,1
1703883,170388,2024,0
1705508,170550,2024,0
1707009,170700,2024,0
1707108,170710,2024,0
1707207,170720,2024,0
1707306,170730,2024,0
1709302,170930,2024,0
1709500,170950,2024,0
1710508,171050,2024,0
1713205,171320,2024,0
1716109,171610,2024,0
1716505,171650,2024,0
1716604,171660,2024,1
1717909,171790,2024,0
1718204,171820,2024,0
1718501,171850,2024,0
1718709,171870,2024,0
1720259,172025,2024,1
1720655,172065,2024,0
1721000,172100,2024,0
1721109,172110,2024,0
1721208,172120,2024,0
1722107,172210,2024,0
2100600,210060,2024,0
2101004,210100,2024,0
2101608,210160,2024,0
2102705,210270,2024,0
2103257,210325,2024,0
2103505,210350,2024,0
2103802,210380,2024,0
2104404,210440,2024,0
2105302,210530,2024,0
2105401,210540,2024,0
2105500,210550,2024,0
2105708,210570,2024,0
2105906,210590,2024,1
2105963,210596,2024,0
2106326,210632,2024,0
2106755,210675,2024,0
2107357,210735,2024,0
2107456,210745,2024,0
2107506,210750,2024,0
2107704,210770,2024,0
2108009,210800,2024,0
2109007,210900,2024,0
2109452,210945,2024,0
2110005,211000,2024,0
2110708,211070,2024,0
2111029,211102,2024,0
2111052,211105,2024,0
2111201,211120,2024,0
2111300,211130,2024,3
2111409,211140,2024,0
2112233,211223,2024,0
2112902,211290,2024,0
2113009,211300,2024,0
5100250,510025,2024,0
5100409,510040,2024,1
5100508,510050,2024,0
5101308,510130,2024,0
5101803,510180,2024,0
5101902,510190,2024,0
5102504,510250,2024,0
5102603,510260,2024,1
5102637,510263,2024,0
5102678,510267,2024,2
5102694,510269,2024,0
5102702,510270,2024,0
5103007,510300,2024,0
5103205,510320,2024,0
5103254,510325,2024,0
5103304,510330,2024,1
5103353,510335,2024,0
5103403,510340,2024,4
5103502,510350,2024,0
5103809,510380,2024,0
5103858,510385,2024,0
5104104,510410,2024,0
5104807,510480,2024,1
5105002,510500,2024,0
5105101,510510,2024,0
5105150,510515,2024,1
5105259,510525,2024,1
5105606,510560,2024,0
5106000,510600,2024,0
5106190,510619,2024,0
5106216,510621,2024,0
5106224,510622,2024,2
5106265,510626,2024,0
5106273,510627,2024,0
5106422,510642,2024,1
5106505,510650,2024,0
5106653,510665,2024,0
5106752,510675,2024,0
5106778,510677,2024,0
5107008,510700,2024,0
5107040,510704,2024,2
5107065,510706,2024,0
5107602,510760,2024,0
5107768,510776,2024,1
5107859,510785,2024,0
5107875,510787,2024,0
5107883,510788,2024,0
5107909,510790,2024,1
5107925,510792,2024,0
5107958,510795,2024,3
5108303,510830,2024,0
5108402,510840,2024,0
5108501,510850,2024,0
1100015,110001,2007,0
1100023,110002,2007,0
1100049,110004,2007,0
1100056,110005,2007,0
1100064,110006,2007,0
1100106,110010,2007,0
1100114,110011,2007,0
1100122,110012,2007,0
1100148,110014,2007,0
1100155,110015,2007,0
1100189,110018,2007,0
1100205,110020,2007,0
1100254,110025,2007,0
1100288,110028,2007,0
1100304,110030,2007,0
1100346,110034,2007,0
1100924,110092,2007,0
1101104,110110,2007,0
1101203,110120,2007,0
1101302,110130,2007,0
1101401,110140,2007,0
1200401,120040,2007,0
1301852,130185,2007,0
1301902,130190,2007,0
1302504,130250,2007,0
1302603,130260,2007,5
1302900,130290,2007,0
1303106,130310,2007,0
1303205,130320,2007,0
1304062,130406,2007,0
1304203,130420,2007,0
1400100,140010,2007,0
1400175,140017,2007,0
1400472,140047,2007,0
1400704,140070,2007,0
1500107,150010,2007,0
1500602,150060,2007,0
1500800,150080,2007,0
1501303,150130,2007,3
1501402,150140,2007,7
1501451,150145,2007,0
1501576,150157,2007,0
1501709,150170,2007,0
1501808,150180,2007,0
1502301,150230,2007,1
1502707,150270,2007,1
1503044,150304,2007,0
1503705,150370,2007,1
1503804,150380,2007,0
1504208,150420,2007,0
1504422,150442,2007,0
1504455,150445,2007,0
1505031,150503,2007,1
1505064,150506,2007,0
1505304,150530,2007,0
1505437,150543,2007,0
1505486,150548,2007,0
1505502,150550,2007,0
1505536,150553,2007,4
1506138,150613,2007,4
1506161,150616,2007,1
1506187,150618,2007,1
1506195,150619,2007,0
1506203,150620,2007,1
1506500,150650,2007,0
1506559,150655,2007,1
1506583,150658,2007,0
1506708,150670,2007,0
1506807,150680,2007,0
1507300,150730,2007,0
1507458,150745,2007,1
1507904,150790,2007,0
1507953,150795,2007,0
1508050,150805,2007,1
1508084,150808,2007,2
1508159,150815,2007,0
1508407,150840,2007,0
1600303,160030,2007,5
1702109,170210,2007,0
1702307,170230,2007,0
1702554,170255,2007,1
1705607,170560,2007,1
1707207,170720,2007,0
1709500,170950,2007,0
1713205,171320,2007,0
1713304,171330,2007,0
1714203,171420,2007,2
1716109,171610,2007,0
1716208,171620,2007,1
1718204,171820,2007,1
1720200,172020,2007,0
1721000,172100,2007,1
1722081,172208,2007,0
2100055,210005,2007,0
2101103,210110,2007,1
2101251,210125,2007,2
2101301,210130,2007,1
2102325,210232,2007,1
2102705,210270,2007,1
2103125,210312,2007,0
2104057,210405,2007,0
2104073,210407,2007,0
2104651,210465,2007,1
2105302,210530,2007,0
2105401,210540,2007,0
2107506,210750,2007,1
2107704,210770,2007,0
2108207,210820,2007,1
2108454,210845,2007,0
2108504,210850,2007,1
2109007,210900,2007,0
2109106,210910,2007,0
2109452,210945,2007,0
2109908,210990,2007,0
2110203,211020,2007,0
2111201,211120,2007,3
2111300,211130,2007,24
2112704,211270,2007,0
2112803,211280,2007,1
5100201,510020,2007,0
5100250,510025,2007,0
5101407,510140,2007,0
5101803,510180,2007,0
5101852,510185,2007,0
5102504,510250,2007,0
5102637,510263,2007,0
5102678,510267,2007,0
5102702,510270,2007,0
5102793,510279,2007,2
5103056,510305,2007,0
5103205,510320,2007,0
5103254,510325,2007,0
5103403,510340,2007,1
5103437,510343,2007,0
5103452,510345,2007,0
5103502,510350,2007,0
5103908,510390,2007,0
5103957,510395,2007,0
5104104,510410,2007,0
5104807,510480,2007,0
5105002,510500,2007,0
5105101,510510,2007,0
5105259,510525,2007,0
5105622,510562,2007,0
5106000,510600,2007,0
5106158,510615,2007,1
5106224,510622,2007,0
5106299,510629,2007,1
5106372,510637,2007,0
5106422,510642,2007,0
5106653,510665,2007,0
5106703,510670,2007,0
5106752,510675,2007,1
5107040,510704,2007,2
5107107,510710,2007,0
5107305,510730,2007,0
5107602,510760,2007,0
5107701,510770,2007,0
5107875,510787,2007,0
5107909,510790,2007,1
5107925,510792,2007,0
5107958,510795,2007,0
5108006,510800,2007,0
5108055,510805,2007,0
5108204,510820,2007,0
5108402,510840,2007,0
5108501,510850,2007,0
1100015,110001,2008,0
1100023,110002,2008,0
1100049,110004,2008,1
1100056,110005,2008,0
1100064,110006,2008,0
1100106,110010,2008,0
1100114,110011,2008,0
1100122,110012,2008,0
1100148,110014,2008,0
1100155,110015,2008,0
1100189,110018,2008,0
1100205,110020,2008,2
1100254,110025,2008,0
1100288,110028,2008,0
1100304,110030,2008,2
1100346,110034,2008,0
1100924,110092,2008,0
1101104,110110,2008,0
1101203,110120,2008,0
1101302,110130,2008,0
1101401,110140,2008,0
1200401,120040,2008,0
1301852,130185,2008,0
1301902,130190,2008,0
1302504,130250,2008,0
1302603,130260,2008,9
1302900,130290,2008,1
1303106,130310,2008,0
1303205,130320,2008,0
1304062,130406,2008,0
1304203,130420,2008,0
1400100,140010,2008,2
1400175,140017,2008,1
1400472,140047,2008,1
1400704,140070,2008,0
1500107,150010,2008,0
1500602,150060,2008,0
1500800,150080,2008,1
1501303,150130,2008,0
1501402,150140,2008,0
1501451,150145,2008,0
1501576,150157,2008,0
1501709,150170,2008,0
1501808,150180,2008,1
1502301,150230,2008,0
1502707,150270,2008,3
1503044,150304,2008,0
1503705,150370,2008,0
1503804,150380,2008,0
1504208,150420,2008,3
1504422,150442,2008,0
1504455,150445,2008,0
1505031,150503,2008,0
1505064,150506,2008,0
1505304,150530,2008,1
1505437,150543,2008,0
1505486,150548,2008,0
1505502,150550,2008,1
1505536,150553,2008,1
1506138,150613,2008,1
1506161,150616,2008,0
1506187,150618,2008,0
1506195,150619,2008,1
1506203,150620,2008,0
1506500,150650,2008,0
1506559,150655,2008,0
1506583,150658,2008,1
1506708,150670,2008,0
1506807,150680,2008,2
1507300,150730,2008,0
1507458,150745,2008,0
1507904,150790,2008,0
1507953,150795,2008,0
1508050,150805,2008,0
1508084,150808,2008,0
1508159,150815,2008,0
1508407,150840,2008,10
1600303,160030,2008,0
1702109,170210,2008,1
1702307,170230,2008,0
1702554,170255,2008,0
1705607,170560,2008,0
1707207,170720,2008,0
1709500,170950,2008,1
1713205,171320,2008,0
1713304,171330,2008,1
1714203,171420,2008,0
1716109,171610,2008,0
1716208,171620,2008,0
1718204,171820,2008,0
1720200,172020,2008,1
1721000,172100,2008,0
1722081,172208,2008,2
2100055,210005,2008,1
2101103,210110,2008,0
2101251,210125,2008,0
2101301,210130,2008,0
2102325,210232,2008,0
2102705,210270,2008,0
2103125,210312,2008,1
2104057,210405,2008,1
2104073,210407,2008,0
2104651,210465,2008,0
2105302,210530,2008,2
2105401,210540,2008,0
2107506,210750,2008,1
2107704,210770,2008,0
2108207,210820,2008,0
2108454,210845,2008,0
2108504,210850,2008,0
2109007,210900,2008,2
2109106,210910,2008,0
2109452,210945,2008,1
2109908,210990,2008,0
2110203,211020,2008,0
2111201,211120,2008,0
2111300,211130,2008,5
2112704,211270,2008,0
2112803,211280,2008,0
5100201,510020,2008,0
5100250,510025,2008,0
5101407,510140,2008,0
5101803,510180,2008,0
5101852,510185,2008,0
5102504,510250,2008,0
5102637,510263,2008,0
5102678,510267,2008,0
5102702,510270,2008,0
5102793,510279,2008,0
5103056,510305,2008,0
5103205,510320,2008,0
5103254,510325,2008,0
5103403,510340,2008,0
5103437,510343,2008,0
5103452,510345,2008,0
5103502,510350,2008,0
5103908,510390,2008,0
5103957,510395,2008,0
5104104,510410,2008,0
5104807,510480,2008,0
5105002,510500,2008,0
5105101,510510,2008,0
5105259,510525,2008,0
5105622,510562,2008,0
5106000,510600,2008,0
5106158,510615,2008,0
5106224,510622,2008,0
5106299,510629,2008,0
5106372,510637,2008,0
5106422,510642,2008,0
5106653,510665,2008,0
5106703,510670,2008,0
5106752,510675,2008,0
5107040,510704,2008,0
5107107,510710,2008,0
5107305,510730,2008,0
5107602,510760,2008,0
5107701,510770,2008,0
5107875,510787,2008,0
5107909,510790,2008,0
5107925,510792,2008,0
5107958,510795,2008,0
5108006,510800,2008,0
5108055,510805,2008,0
5108204,510820,2008,0
5108402,510840,2008,0
5108501,510850,2008,0
1100015,110001,2009,1
1100023,110002,2009,2
1100049,110004,2009,6
1100056,110005,2009,0
1100064,110006,2009,0
1100106,110010,2009,0
1100114,110011,2009,4
1100122,110012,2009,1
1100148,110014,2009,1
1100155,110015,2009,3
1100189,110018,2009,0
1100205,110020,2009,1
1100254,110025,2009,0
1100288,110028,2009,0
1100304,110030,2009,0
1100346,110034,2009,0
1100924,110092,2009,0
1101104,110110,2009,0
1101203,110120,2009,0
1101302,110130,2009,0
1101401,110140,2009,0
1200401,120040,2009,5
1301852,130185,2009,0
1301902,130190,2009,0
1302504,130250,2009,0
1302603,130260,2009,3
1302900,130290,2009,0
1303106,130310,2009,0
1303205,130320,2009,0
1304062,130406,2009,0
1304203,130420,2009,0
1400100,140010,2009,2
1400175,140017,2009,0
1400472,140047,2009,1
1400704,140070,2009,0
1500107,150010,2009,0
1500602,150060,2009,0
1500800,150080,2009,0
1501303,150130,2009,0
1501402,150140,2009,7
1501451,150145,2009,1
1501576,150157,2009,0
1501709,150170,2009,0
1501808,150180,2009,0
1502301,150230,2009,0
1502707,150270,2009,1
1503044,150304,2009,1
1503705,150370,2009,0
1503804,150380,2009,1
1504208,150420,2009,0
1504422,150442,2009,0
1504455,150445,2009,0
1505031,150503,2009,0
1505064,150506,2009,1
1505304,150530,2009,0
1505437,150543,2009,0
1505486,150548,2009,0
1505502,150550,2009,1
1505536,150553,2009,0
1506138,150613,2009,0
1506161,150616,2009,0
1506187,150618,2009,0
1506195,150619,2009,0
1506203,150620,2009,0
1506500,150650,2009,0
1506559,150655,2009,0
1506583,150658,2009,0
1506708,150670,2009,0
1506807,150680,2009,0
1507300,150730,2009,0
1507458,150745,2009,0
1507904,150790,2009,0
1507953,150795,2009,0
1508050,150805,2009,0
1508084,150808,2009,2
1508159,150815,2009,0
1508407,150840,2009,0
1600303,160030,2009,0
1702109,170210,2009,0
1702307,170230,2009,0
1702554,170255,2009,0
1705607,170560,2009,0
1707207,170720,2009,0
1709500,170950,2009,0
1713205,171320,2009,0
1713304,171330,2009,0
1714203,171420,2009,0
1716109,171610,2009,0
1716208,171620,2009,0
1718204,171820,2009,0
1720200,172020,2009,0
1721000,172100,2009,0
1722081,172208,2009,0
2100055,210005,2009,0
2101103,210110,2009,0
2101251,210125,2009,0
2101301,210130,2009,0
2102325,210232,2009,0
2102705,210270,2009,0
2103125,210312,2009,0
2104057,210405,2009,0
2104073,210407,2009,0
2104651,210465,2009,0
2105302,210530,2009,0
2105401,210540,2009,0
2107506,210750,2009,1
2107704,210770,2009,0
2108207,210820,2009,0
2108454,210845,2009,1
2108504,210850,2009,0
2109007,210900,2009,1
2109106,210910,2009,0
2109452,210945,2009,0
2109908,210990,2009,0
2110203,211020,2009,0
2111201,211120,2009,1
2111300,211130,2009,1
2112704,211270,2009,0
